ResponseId,condition,choice_set,choice_set_size,choice,scale_target_normalized
R_Ua2UbL5GJdUH9XX,extreme_middle,A'B'C',t,1,0.571428571
R_2DRLO5kzjOP5Dki,extreme_beginning,A'B'C',t,1,0.666666667
R_1E9SgwPx712f24F,control,A'B'C',t,1,0.8
R_31LCVbElMEDqrHI,extreme_middle,A'B'C',t,1,0.775862069
R_3KSMFbwipyXFajy,extreme_beginning,A'B'C',t,1,0.551724138
R_2ZKS8QtCsTD8Ar3,extreme_middle,A'B'C',t,1,0.5625
R_1oi2JHMzKoBor9p,extreme_middle,A'B'C',t,1,0.925925926
R_3elE4OwdxWPXx5c,extreme_middle,A'B'C',t,0,1
R_3DqhP6ySkuv3Zz8,extreme_beginning,A'B'C',t,1,0.976190476
R_12hYVofZDNDbRgu,control,A'B'C',t,1,0.627118644
R_1KrIDDv5dr1ziOs,extreme_middle,A'B'C',t,1,0
R_2rDGfSNvZV4aIhn,extreme_middle,A'B'C',t,1,0.5
R_3nkp2lVc7VCqnBs,extreme_middle,A'B'C',t,1,0.652173913
R_1dc55fbHWCEcULK,control,A'B'C',t,1,0.857142857
R_3R4oDulMXxvMIzy,extreme_beginning,A'B'C',t,1,0.574468085
R_Y6zLJ3pk5vByjDj,extreme_beginning,A'B'C',t,1,1
R_31t18JUIYETS0Sl,control,A'B'C',t,1,0.95
R_2TFs0XTDSOsw5XI,extreme_middle,A'B'C',t,1,0.880597015
R_3KPDUlwLGI6o6aI,extreme_beginning,A'B'C',t,1,0.723684211
R_A0w4UxO5J6chBnj,control,A'B'C',t,1,0.714285714
R_3s78W6tGVSPiRmR,extreme_middle,A'B'C',t,1,0.425531915
R_3GrF2aAKNrhSH5x,control,A'B'C',t,1,0.35
R_1MScm2uyrvaBVSt,extreme_beginning,A'B'C',t,1,0.833333333
R_1hX6AdWCxHZwAuy,extreme_beginning,A'B'C',t,1,0
R_5neHIdbriCdkNSF,extreme_middle,A'B'C',t,1,0.363636364
R_262x7eQBOgVh3KI,extreme_middle,A'B'C',t,1,1
R_ZCxlwL38k2Y4XBL,extreme_middle,A'B'C',t,1,0.510204082
R_wKJvzl2Orm1BbGN,extreme_beginning,A'B'C',t,0,0.848484848
R_7OGoXQDcs23Y1up,extreme_beginning,A'B'C',t,1,0.829268293
R_1CIbvNq3rd6jJCc,control,A'B'C',t,1,1
R_2qDvwJ5hLXxr6Mp,extreme_beginning,A'B'C',t,1,1
R_UDUp9fMaFiQdUA1,extreme_middle,A'B'C',t,1,0.333333333
R_aW5z5Kwr09It8Wd,control,A'B'C',t,1,1
R_3EEbkB23XyPidSW,extreme_beginning,A'B'C',t,1,1
R_XzGUqOf4q9wKBgd,extreme_beginning,A'B'C',t,1,0.743243243
R_3dRgrt07RybhF7R,control,A'B'C',t,1,0.736842105
R_1QozvRlhUrmbU5u,extreme_middle,A'B'C',t,1,0
R_2SviHWbO8HeGGcw,extreme_middle,A'B'C',t,1,0.333333333
R_PZfwITUKHIkILrb,extreme_middle,A'B'C',t,1,0.671232877
R_3L4Qyhfmnsz1Wze,extreme_middle,A'B'C',t,1,0.675675676
R_3G3RSECdOrno94h,extreme_beginning,A'B'C',t,1,0.545454545
R_1dbsilywptSPlsH,control,A'B'C',t,1,0.722222222
R_11jf9g9HOvA9Hw1,extreme_beginning,A'B'C',t,1,1
R_2Vn0k59hAbnteNi,extreme_beginning,A'B'C',t,1,0
R_1CxbmGLUHxypK9b,extreme_middle,A'B'C',t,1,0.75
R_XFnSsO2sUJEYL73,extreme_beginning,A'B'C',t,1,0.6
R_3JygPGTcTZNcuMG,extreme_beginning,A'B'C',t,1,1
R_1JXgazgE9JOWX1p,control,A'B'C',t,1,0.808823529
R_1OAINopQQU6CcW9,extreme_middle,A'B'C',t,1,0.676056338
R_1E6t3LW6mjNy0ea,control,A'B'C',t,1,0.78
R_3OizJfTanwBirBM,extreme_middle,A'B'C',t,1,0.787878788
R_4TrV2EcxSHS4I3D,extreme_beginning,A'B'C',t,1,0.534883721
R_Du8bd3h8iByQJTb,extreme_middle,A'B'C',t,1,0
R_2Y6cVBBI1Dg3dN2,extreme_beginning,A'B'C',t,1,1
R_12a5oSSOinlLQRt,control,A'B'C',t,1,0.333333333
R_3a7a4WBnLrhZvJ7,extreme_middle,A'B'C',t,1,1
R_2Tq9gqnNdcluzL0,extreme_middle,A'B'C',t,1,0.833333333
R_1jCi4x6oU8wYXlh,extreme_middle,A'B'C',t,0,0
R_27eceNzkTyl4X9T,extreme_beginning,A'B'C',t,1,0.823529412
R_2QohgIzf3erci3U,extreme_beginning,A'B'C',t,1,0.666666667
R_3hFHpbj00wffHxO,control,A'B'C',t,0,1
R_334nSdkSdB8u3db,extreme_middle,A'B'C',t,1,0.541666667
R_290NnfgqUwPFgD4,extreme_middle,A'B'C',t,1,0
R_1Id7f2lylkASCQm,extreme_beginning,A'B'C',t,1,0.846153846
R_3hcsd89Vjikg2pY,extreme_beginning,A'B'C',t,1,0.6
R_1ervl5bDJwAgWl7,extreme_middle,A'B'C',t,1,0.777777778
R_2f1aTU8zTu7qwPg,extreme_beginning,A'B'C',t,1,0
R_1d5Mr46qAbiRe4s,control,A'B'C',t,1,1
R_2ePAevB4cv4KRGq,control,A'B'C',t,0,0
R_1op6k7f2G8X76Ig,extreme_beginning,A'B'C',t,1,1
R_1gBIJDDrZcY1qYO,extreme_middle,A'B'C',t,1,0.5
R_snS7uBsdacsUaEp,extreme_beginning,A'B'C',t,1,0.865671642
R_81AcvI1CnwAI7bb,extreme_beginning,A'B'C',t,1,0.627118644
R_2sZUF3mMa7Wa8X2,control,A'B'C',t,1,0.413333333
R_3htNY8RZGaScOnh,extreme_beginning,A'B'C',t,1,0.153846154
R_3P4WeZ9eO32BGEl,extreme_middle,A'B'C',t,1,0.913043478
R_1fZwf4P9WI7xTlv,extreme_middle,A'B'C',t,1,1
R_2ZIAIyq3bFUbSoX,extreme_beginning,A'B'C',t,1,0.454545455
R_5gOrpO1XksoXOx3,extreme_middle,A'B'C',t,1,1
R_2dhCbgWjCZBztGI,control,A'B'C',t,1,0.833333333
R_ujBUvZQE6fQbOh3,extreme_middle,A'B'C',t,1,0.634615385
R_3Mlr9EYgRfqUjux,extreme_middle,A'B'C',t,1,0.648648649
R_a5hwKe8LsLSHCSt,extreme_beginning,A'B'C',t,1,1
R_3k54F49JgDBU0MN,extreme_beginning,A'B'C',t,1,0.212765957
R_3gMypTIjmBfkDG5,extreme_middle,A'B'C',t,1,0.386363636
R_XTYCLOq35UNHpvj,extreme_middle,A'B'C',t,1,0.894736842
R_1DUqXXEhO7GXewW,extreme_beginning,A'B'C',t,1,0.88
R_1is7nEUmhdzzOY2,extreme_middle,A'B'C',t,1,0.125
R_AKEEVSkyqtfRFjb,extreme_beginning,A'B'C',t,1,0.75
R_79gUCAarC7WYj17,extreme_beginning,A'B'C',t,1,0.646464646
R_2tamYcBzppFX8y3,extreme_middle,A'B'C',t,1,1
R_3F4fA2oJpCZ0dz7,extreme_middle,A'B'C',t,1,0.947368421
R_Y9UxCLAl4HsJgE9,extreme_beginning,A'B'C',t,1,0.643835616
R_2AGeEG2XeXZ1zaK,extreme_beginning,A'B'C',t,1,0.8
R_3hxx1WITMDhT8bD,extreme_middle,A'B'C',t,1,1
R_Qh13TT6drQfhnEZ,extreme_beginning,A'B'C',t,1,0.375
R_1DnzdIQgKAvNmKK,control,A'B'C',t,0,0
R_2X5JooHhzwd5JIV,control,A'B'C',t,1,0
R_3oYNmeb5Dv247gO,control,A'B'C',t,1,1
R_1n77b5fv0LqUh5o,extreme_beginning,A'B'C',t,1,1
R_1dzc59H3zpH5PbK,extreme_middle,A'B'C',t,0,0
R_eQbMApWN86xzeuZ,extreme_middle,A'B'C',t,1,0.333333333
R_r2UAJAsIQCztTxf,extreme_beginning,A'B'C',t,1,0.842857143
R_1JFlB2JcRy0JCRR,extreme_beginning,A'B'C',t,1,0.333333333
R_sBZdc0S1CIPKuQx,extreme_middle,A'B'C',t,1,0.921052632
R_27sCzpZL2UMxKjP,extreme_middle,A'B'C',t,1,0.448275862
R_2xy09A2RJnBAWxZ,control,A'B'C',t,0,1
R_1M3ucrpmAvHyY6E,control,A'B'C',t,1,0.441176471
R_2t3eDDkWhYjoBCi,extreme_beginning,A'B'C',t,1,1
R_31Gj5PMyfU1WKkL,extreme_beginning,A'B'C',t,1,0.767123288
R_1r7ZwXJpwwqwPnE,extreme_middle,A'B'C',t,1,0.789473684
R_2ElNujazusonScq,extreme_middle,A'B'C',t,1,0
R_1BXiHmQ9KAo8gK7,extreme_beginning,A'B'C',t,0,0.69047619
R_AnfeTCituS9Nqw1,extreme_middle,A'B'C',t,1,1
R_Ai0nzSDAkwOG8XT,extreme_middle,A'B'C',t,1,1
R_1DU0aHM8dbj9qvd,control,A'B'C',t,1,0.85
R_x44hghklTkapy1j,extreme_beginning,A'B'C',t,1,1
R_1H5eBANT8ppVUv4,extreme_middle,A'B'C',t,1,1
R_2sR6j83jqLmWtx9,control,A'B'C',t,1,1
R_1ohd8qxNg8Sxqtu,extreme_middle,A'B'C',t,1,1
R_2WwItCnj4QseuGu,extreme_beginning,A'B'C',t,1,0.766666667
R_C8IDm3R6Dq2gRXP,control,A'B'C',t,0,0
R_33C4uwZcxk9SL40,extreme_beginning,A'B'C',t,1,1
R_OIjHcwnB4aGR8xr,extreme_middle,A'B'C',t,1,0.559139785
R_yUPE01ojtpmxhSx,extreme_beginning,A'B'C',t,1,0.25
R_22zybNEgoSQ7SWU,extreme_beginning,A'B'C',t,1,0.230769231
R_2wF74uiu9NMtaE2,extreme_middle,A'B'C',t,1,0.5
R_2QG2KWHJVUHgfTo,extreme_beginning,A'B'C',t,1,0.619047619
R_AjPb2rUjd5dCS3v,control,A'B'C',t,1,0.666666667
R_2diK4mjiKoVFEpM,control,A'B'C',t,0,1
R_24vcRs25W2ry4Uy,extreme_middle,A'B'C',t,1,0.75
R_1dBlMj4jMuUbAOa,extreme_beginning,A'B'C',t,1,0
R_1DTg0726z4NNaDr,extreme_beginning,A'B'C',t,1,0
R_1C9My7kKs6utdts,extreme_middle,A'B'C',t,1,1
R_1o56lDNXKma6HL1,extreme_middle,A'B'C',t,1,0.8
R_2e4sIFYSGnJik8Y,control,A'B'C',t,0,0.666666667
R_2R3RIAqz3h2RpQz,extreme_beginning,A'B'C',t,1,1
R_O2lacFQFnZgxYRj,control,A'B'C',t,0,1
R_1hZ3Ji3V7Jg9tl7,extreme_middle,A'B'C',t,1,0
R_2dtEpg74yWdSIDs,extreme_middle,A'B'C',t,1,0.272727273
R_afPwtbJjZovz4Ah,extreme_beginning,A'B'C',t,1,1
R_2ZHzgVEd0rhLPgx,extreme_middle,A'B'C',t,1,0.142857143
R_3j0DHK14oRwcgLd,extreme_beginning,A'B'C',t,1,1
R_2PtJsE5nUleoO5s,extreme_beginning,A'B'C',t,1,0.974358974
R_ykAX8rZO0GazIXL,extreme_beginning,A'B'C',t,1,1
R_RResroOjyPLW0I9,extreme_middle,A'B'C',t,1,0.636363636
R_3nMdn9LOZLw5N19,extreme_middle,A'B'C',t,1,0.808823529
R_DI6NpKHg4TNRgaZ,control,A'B'C',t,0,0
R_2U4Jv325MtzBmGp,extreme_middle,A'B'C',t,1,0
R_DxdKW4CTOyp2JqN,extreme_middle,A'B'C',t,1,0
R_8q2tSOLpH6PwBWx,extreme_beginning,A'B'C',t,1,0.628205128
R_2v6ZqpdqkGAmZpr,control,A'B'C',t,1,1
R_268O1S4IUw3o1Me,extreme_middle,A'B'C',t,0,1
R_2VfiXRjMt1fNVuM,control,A'B'C',t,1,1
R_soh3tWe1pfyFWMN,extreme_middle,A'B'C',t,1,0
R_1Pe2dEeCqB8fyvw,extreme_beginning,A'B'C',t,1,0.730337079
R_3FLgWYtxOOrNDFI,extreme_beginning,A'B'C',t,1,0.638297872
R_2fvpY9qP9yuMSgn,extreme_beginning,A'B'C',t,1,0.508196721
R_3HHL1NtgXdLyRcc,control,A'B'C',t,0,0.5
R_rckwgW2p2lIlh2V,extreme_beginning,A'B'C',t,1,0.594594595
R_3sskHEYiYnzp5n5,extreme_beginning,A'B'C',t,1,0.556962025
R_vCPCOXgtdo8Kced,extreme_middle,A'B'C',t,1,0.636363636
R_3nVLUXwWv4eHNqh,extreme_middle,A'B'C',t,1,0.772727273
R_1LUzmSKMZbhgdFc,control,A'B'C',t,1,0.75862069
R_1IzrwBHZGST1EGq,extreme_middle,A'B'C',t,1,0.610526316
R_11gYxxlX7uEOvfx,extreme_middle,A'B'C',t,1,0.54
R_siXtV5VJ3El64RH,extreme_middle,A'B'C',t,1,1
R_3LaGOXG4j2gtGDd,extreme_beginning,A'B'C',t,1,1
R_3LaHmPQscLfruQk,extreme_beginning,A'B'C',t,1,1
R_3iUwV68wvDyL4Ac,extreme_beginning,A'B'C',t,1,0.623188406
R_2SkpEH50Y3X9dR0,extreme_beginning,A'B'C',t,1,0.833333333
R_3nf2K5vTQ6yGDES,extreme_middle,A'B'C',t,1,0.714285714
R_3rVDOhlUKVIVOy8,extreme_beginning,A'B'C',t,1,0.512820513
R_3qqB5WZeaMdJUjz,control,A'B'C',t,1,0.819672131
R_31zQ8HtzyGzf485,control,A'B'C',t,0,1
R_2QiAfuqVLNA2QTI,extreme_middle,A'B'C',t,1,1
R_31Wow1Nf0reV9pA,extreme_beginning,A'B'C',t,1,0.666666667
R_0fAHG53e9BzvIop,extreme_middle,A'B'C',t,0,0
R_1msyh5ArFAzGmnN,extreme_beginning,A'B'C',t,1,1
R_3vBws3p0bE8l5El,extreme_middle,A'B'C',t,1,0.905660377
R_3hDVLFJBvBq7sHU,extreme_beginning,A'B'C',t,0,1
R_zYHmmcwm3q8xH7r,extreme_middle,A'B'C',t,1,0.393939394
R_1JRVUyvmNGneZ3q,extreme_beginning,A'B'C',t,0,0
R_3n6lQdpAKKBL6B9,control,A'B'C',t,1,1
R_1OB4o2h0znO8hGZ,extreme_middle,A'B'C',t,0,0
R_3oC9QECYiF9N4dp,extreme_beginning,A'B'C',t,1,0.959183673
R_3F3g9CNXeuHWeBL,extreme_beginning,A'B'C',t,1,1
R_231N2toA7rB7iD9,control,A'B'C',t,1,0.777777778
R_1lt1rvOd9EDJ06o,extreme_middle,A'B'C',t,1,1
R_DGi6oa37gVYwt7H,extreme_middle,A'B'C',t,1,1
R_2P1cKxXOMVtpYHP,extreme_middle,A'B'C',t,1,0.918604651
R_DnK3552PD4CaqGd,extreme_beginning,A'B'C',t,1,1
R_AGs5BBEAr0xgrrH,extreme_middle,A'B'C',t,0,0
R_bjcGrVDJm3FGidz,control,A'B'C',t,1,0
R_3RlRdlruXDmoXP2,extreme_beginning,A'B'C',t,0,1
R_3Gxg29uvE2mxViF,extreme_beginning,A'B'C',t,1,1
R_d6EDDBjZTL6tD8d,extreme_middle,A'B'C',t,1,1
R_3kuDl1Sb32kQha4,extreme_beginning,A'B'C',t,1,1
R_2fp8GvEtPWWw5d6,control,A'B'C',t,1,0
R_2VJWTYzTMUplCVa,extreme_beginning,A'B'C',t,1,0.457142857
R_SGz8IoWXEfw267n,extreme_beginning,A'B'C',t,1,0
R_plyCkFdSTZqzINX,control,A'B'C',t,1,1
R_SWbKlqk2gVumngB,extreme_beginning,A'B'C',t,1,0.98245614
R_1NyPziGgMDAgVaI,control,A'B'C',t,1,0.84375
R_1hMgdfau4p76D9M,extreme_middle,A'B'C',t,1,0.703703704
R_1jTjI8c1dIsmlFc,extreme_middle,A'B'C',t,1,1
R_3OjZ5aWGqHMa6u7,extreme_beginning,A'B'C',t,1,1
R_3PzXvy5ob36pNNB,control,A'B'C',t,1,0.716666667
R_r6cjm35dD6AGT8R,extreme_beginning,A'B'C',t,1,1
R_123zqFd9wUy4SKP,extreme_middle,A'B'C',t,1,0.476190476
R_Dcv0KOWIhl3ESRP,extreme_beginning,A'B'C',t,1,0.916666667
R_11YfuJavBSwSC74,control,A'B'C',t,1,1
R_3OevvCLIHYQgssI,extreme_beginning,A'B'C',t,1,1
R_2pKJLpSwHFEj8mC,extreme_middle,A'B'C',t,1,0.6875
R_28A0yhDiNTQ953C,control,A'B'C',t,1,0.545454545
R_2rABCMuObMRzZS1,extreme_beginning,A'B'C',t,1,0.608695652
R_3dM5OkYhatr9giG,extreme_beginning,A'B'C',t,1,0
R_117TfDycgJ2HCAm,extreme_middle,A'B'C',t,1,1
R_2Tt4UmRYC2DeiGA,extreme_middle,DEF,p,1,0.942307692
R_1NaAF0HluXYXMeA,control,DEF,p,0,1
R_3HNCLqLgHOTkhhd,extreme_middle,DEF,p,1,0.962962963
R_2dg4sZFd2KCEISv,extreme_middle,DEF,p,1,0.361111111
R_23ajcBd4EYoOkov,extreme_beginning,DEF,p,1,0.693877551
R_3Huhr9Q6UbLUJnJ,extreme_middle,DEF,p,1,0.692307692
R_3j73QltNY1z0lCr,extreme_middle,DEF,p,1,0.649484536
R_e3wh0NPn76KrjUd,extreme_middle,DEF,p,1,0.8
R_RKpbYt2LZ3CB6rT,control,DEF,p,1,1
R_2fJLJaf4Ak5VbT8,extreme_beginning,DEF,p,1,0.416666667
R_3L5YHoCTMVypN2X,extreme_beginning,DEF,p,1,0.730769231
R_1eJC63DTf8hHaJs,extreme_middle,DEF,p,1,0.555555556
R_1dMKTXIuttYDcob,extreme_beginning,DEF,p,1,0.977272727
R_4JFu2mU11rtivuh,extreme_middle,DEF,p,1,0.135135135
R_2bN2ZPg1yl1bIB1,control,DEF,p,1,0.586206897
R_7WE5NNzlHqT2yat,control,DEF,p,1,0.820512821
R_2UhNbsX9zLbv3JV,extreme_beginning,DEF,p,1,0.782608696
R_3rIBQPznLznDeQO,extreme_middle,DEF,p,1,0.6
R_1nT2M48KDb8nqcT,extreme_middle,DEF,p,1,1
R_6u2eaAQ2SwTSvId,extreme_middle,DEF,p,0,0
R_2Se7fKasABAXkw8,extreme_beginning,DEF,p,1,0.8125
R_3KpdkBoOVav79dF,control,DEF,p,1,0
R_1i3xPSyUPUMfzrM,extreme_middle,DEF,p,0,0.416666667
R_5pcfzHjojppLwhr,extreme_middle,DEF,p,1,0.453125
R_1pRUIRay523xpd5,extreme_beginning,DEF,p,1,0.361111111
R_1IK1y0XW6oAyMRm,extreme_beginning,DEF,p,1,1
R_31voShjqNlH5WRA,extreme_beginning,DEF,p,1,0.6
R_Ua2UbL5GJdUH9XX,extreme_middle,DEF,p,1,0.714285714
R_1E9SgwPx712f24F,control,DEF,p,1,0.8
R_31LCVbElMEDqrHI,extreme_middle,DEF,p,1,0.879310345
R_1MKSXXMVur3q2yV,control,DEF,p,0,0.863636364
R_qJBa5CjHouEdxNT,extreme_middle,DEF,p,1,0.583333333
R_1oi2JHMzKoBor9p,extreme_middle,DEF,p,1,0.913580247
R_efJW6lrZm7qkgNP,control,DEF,p,0,0.173076923
R_1jeJAlcvufD0ruJ,extreme_beginning,DEF,p,1,0.72972973
R_2f2pW1CFRKjhweY,extreme_beginning,DEF,p,1,0.833333333
R_3G1gAeDzGiv99gO,extreme_middle,DEF,p,1,0.666666667
R_2rDGfSNvZV4aIhn,extreme_middle,DEF,p,0,0.7
R_3nkp2lVc7VCqnBs,extreme_middle,DEF,p,1,0.782608696
R_1msgSuzBPsnDzqW,extreme_beginning,DEF,p,1,1
R_2q1qJ6Mkzl8OXXm,control,DEF,p,1,0.766666667
R_3R4oDulMXxvMIzy,extreme_beginning,DEF,p,1,0.574468085
R_1meZHoIPLFilGQp,extreme_beginning,DEF,p,1,1
R_31t18JUIYETS0Sl,control,DEF,p,1,0.875
R_21mJsfQ0DKNDpRF,extreme_beginning,DEF,p,0,1
R_3KUYuhqOjg1gkba,extreme_middle,DEF,p,1,0.76
R_3KPDUlwLGI6o6aI,extreme_beginning,DEF,p,1,0.671052632
R_3j23PamcriDWW2y,extreme_middle,DEF,p,1,0.260869565
R_3GrF2aAKNrhSH5x,control,DEF,p,1,0.35
R_1JLLMSKUqfveBTB,extreme_middle,DEF,p,1,0.866666667
R_5neHIdbriCdkNSF,extreme_middle,DEF,p,1,0.388888889
R_262x7eQBOgVh3KI,extreme_middle,DEF,p,0,1
R_1Hjjhu0BZDcAetq,extreme_middle,DEF,p,1,0.927536232
R_wKJvzl2Orm1BbGN,extreme_beginning,DEF,p,1,0.833333333
R_7OGoXQDcs23Y1up,extreme_beginning,DEF,p,1,0.43902439
R_1IBqB6oRhJd9plO,control,DEF,p,1,0.8
R_2qDvwJ5hLXxr6Mp,extreme_beginning,DEF,p,1,1
R_aW5z5Kwr09It8Wd,control,DEF,p,0,0.5
R_1irFuqDA2K0AT7S,extreme_beginning,DEF,p,1,0.588235294
R_3EEbkB23XyPidSW,extreme_beginning,DEF,p,1,1
R_3dRgrt07RybhF7R,control,DEF,p,1,0
R_2UhmcUq2xhQZ6jW,extreme_beginning,DEF,p,1,0.883116883
R_12yhq4mbJozIZAE,control,DEF,p,1,0
R_1QozvRlhUrmbU5u,extreme_middle,DEF,p,1,1
R_2SviHWbO8HeGGcw,extreme_middle,DEF,p,1,0.361111111
R_3G3RSECdOrno94h,extreme_beginning,DEF,p,1,1
R_1dbsilywptSPlsH,control,DEF,p,1,0.814814815
R_1Kr0o8uh5quDP2u,extreme_middle,DEF,p,1,1
R_5pBabSWAPDgQXu1,extreme_beginning,DEF,p,1,0.454545455
R_7WgHdPfJv2jk8Eh,extreme_beginning,DEF,p,1,0.87804878
R_1CxbmGLUHxypK9b,extreme_middle,DEF,p,1,0.6
R_XFnSsO2sUJEYL73,extreme_beginning,DEF,p,1,0.72
R_1JXgazgE9JOWX1p,control,DEF,p,1,0.720588235
R_26myqnD2RcsuEX3,extreme_middle,DEF,p,1,1
R_1E4ETcfh1hRSHjw,extreme_beginning,DEF,p,1,0.388888889
R_4TrV2EcxSHS4I3D,extreme_beginning,DEF,p,1,0
R_3nTTrMO6UWYYfRd,control,DEF,p,1,0.5
R_12a5oSSOinlLQRt,control,DEF,p,0,0.361111111
R_3a7a4WBnLrhZvJ7,extreme_middle,DEF,p,0,0.042857143
R_1jCi4x6oU8wYXlh,extreme_middle,DEF,p,0,0
R_3h4mkNmd0vBd4hi,extreme_beginning,DEF,p,1,0.740740741
R_2QohgIzf3erci3U,extreme_beginning,DEF,p,1,0.727272727
R_1NqUySx7bUtuOa8,control,DEF,p,1,1
R_3O8Q3PrzJO6dDZn,extreme_middle,DEF,p,1,0.368421053
R_UQiXshggVHWaTqp,extreme_beginning,DEF,p,1,1
R_290NnfgqUwPFgD4,extreme_middle,DEF,p,1,1
R_1Id7f2lylkASCQm,extreme_beginning,DEF,p,1,0.634615385
R_3KUwLXZsjEFNQGc,extreme_middle,DEF,p,1,0.67
R_r39vf7IbOSG8VwJ,control,DEF,p,1,1
R_2THHaKPY2pspN9a,extreme_beginning,DEF,p,1,0.603174603
R_3kcBMYqh5L1PRrP,extreme_middle,DEF,p,1,0.454545455
R_2xJguYeVHnA7cpy,control,DEF,p,1,1
R_1ervl5bDJwAgWl7,extreme_middle,DEF,p,1,0.777777778
R_2pRYddSni5mzomh,extreme_beginning,DEF,p,1,0.470588235
R_2ePAevB4cv4KRGq,control,DEF,p,1,0
R_1op6k7f2G8X76Ig,extreme_beginning,DEF,p,1,0
R_3sv7r2Azrarma2Y,extreme_middle,DEF,p,1,0
R_2BbXsi8mqCBqWKF,extreme_beginning,DEF,p,1,0.361111111
R_Z8mX7kqVgyth3EJ,extreme_middle,DEF,p,1,0.775
R_1Gw3KISDNTW93qL,control,DEF,p,1,0.979591837
R_1DC5isy9Gs9bZTc,extreme_middle,DEF,p,0,0
R_3fwnu1b7sw2z8rq,extreme_beginning,DEF,p,1,0
R_3htNY8RZGaScOnh,extreme_beginning,DEF,p,0,0.153846154
R_3P4WeZ9eO32BGEl,extreme_middle,DEF,p,1,0.782608696
R_4GfA8fBXX4pDO2l,extreme_beginning,DEF,p,1,0.62
R_ujBUvZQE6fQbOh3,extreme_middle,DEF,p,1,0.519230769
R_3Mlr9EYgRfqUjux,extreme_middle,DEF,p,1,0.621621622
R_1esBXcoD1GrYXov,extreme_beginning,DEF,p,1,0.739583333
R_a5hwKe8LsLSHCSt,extreme_beginning,DEF,p,0,0.608695652
R_XTYCLOq35UNHpvj,extreme_middle,DEF,p,1,1
R_2aRJbKRgiic5eDA,control,DEF,p,0,0
R_1is7nEUmhdzzOY2,extreme_middle,DEF,p,1,0.791666667
R_1DHULI7KiUivVeO,extreme_beginning,DEF,p,1,1
R_1cTaUGH3PvbWf5K,control,DEF,p,1,0.388888889
R_3FLPOmxwiYhWKYm,extreme_beginning,DEF,p,0,0.565789474
R_3hlk5n8d9OAUjaV,extreme_beginning,DEF,p,1,1
R_2dvaBZY83VXhly4,extreme_middle,DEF,p,1,0.318181818
R_12Fo8IsEH6yVnI0,control,DEF,p,1,0.625
R_2tamYcBzppFX8y3,extreme_middle,DEF,p,0,0
R_3F4fA2oJpCZ0dz7,extreme_middle,DEF,p,1,0.960526316
R_1cUMRJTtwgWvOjB,extreme_middle,DEF,p,1,0.986666667
R_Y9UxCLAl4HsJgE9,extreme_beginning,DEF,p,1,0.698630137
R_2AGeEG2XeXZ1zaK,extreme_beginning,DEF,p,1,0.733333333
R_3MuO5yN11CvpVQj,extreme_beginning,DEF,p,1,1
R_zYAdkSwABaF5VBL,extreme_beginning,DEF,p,1,0.5
R_3hxx1WITMDhT8bD,extreme_middle,DEF,p,1,0.772727273
R_3JaQi5ho0IoU3J9,extreme_middle,DEF,p,1,0.8125
R_1DnzdIQgKAvNmKK,control,DEF,p,1,0
R_6ujlQgHsk3ct0wV,extreme_beginning,DEF,p,1,1
R_3oYNmeb5Dv247gO,control,DEF,p,1,0
R_Rtvkzr7H4vOBGOl,extreme_beginning,DEF,p,1,0.361111111
R_1GNuRnhwxaQNVoG,extreme_middle,DEF,p,1,0.81
R_eQbMApWN86xzeuZ,extreme_middle,DEF,p,1,0.361111111
R_12Ga27HmrDxYLNS,extreme_beginning,DEF,p,0,0.489361702
R_1JFlB2JcRy0JCRR,extreme_beginning,DEF,p,1,0.833333333
R_1flPSw45cH8CnhU,extreme_middle,DEF,p,1,1
R_2fpvLuMujjX9Lkp,control,DEF,p,1,0.6
R_2t3eDDkWhYjoBCi,extreme_beginning,DEF,p,1,0.6
R_31Gj5PMyfU1WKkL,extreme_beginning,DEF,p,1,0.794520548
R_ZwacFo8P2cwXIS5,extreme_middle,DEF,p,1,0.12
R_2RazpL28wSHnFkA,extreme_beginning,DEF,p,1,0.5
R_2ElNujazusonScq,extreme_middle,DEF,p,1,0
R_1BXiHmQ9KAo8gK7,extreme_beginning,DEF,p,0,0.785714286
R_AnfeTCituS9Nqw1,extreme_middle,DEF,p,1,1
R_Ai0nzSDAkwOG8XT,extreme_middle,DEF,p,1,0.903225806
R_1DU0aHM8dbj9qvd,control,DEF,p,1,0.75
R_x44hghklTkapy1j,extreme_beginning,DEF,p,1,1
R_08871c0xcUKCpEJ,extreme_middle,DEF,p,1,1
R_1H5eBANT8ppVUv4,extreme_middle,DEF,p,1,0
R_C8IDm3R6Dq2gRXP,control,DEF,p,0,0
R_1NkqSzdtDc6w6NJ,extreme_beginning,DEF,p,0,0.907407407
R_3dDGywl7W8AZOfm,extreme_middle,DEF,p,1,1
R_yUPE01ojtpmxhSx,extreme_beginning,DEF,p,1,0.75
R_RboI5615VURlmb7,control,DEF,p,1,0
R_2f8KYp6KmTPd5ZH,extreme_beginning,DEF,p,1,0
R_2BbA7jo8IJdPEcI,extreme_middle,DEF,p,1,0.708333333
R_AjPb2rUjd5dCS3v,control,DEF,p,1,0.481481481
R_3KrvFlAlbApwRul,extreme_beginning,DEF,p,1,0.79
R_2t6i0fxaM6BGTJV,extreme_middle,DEF,p,1,0.673913043
